12,NYC,PM,MANH,medical problems,2/14/2019,2/14/2019 2:52:06 PM,7 trains are running with delays in both directions because someone requires medical assistance at 34 St-Hudson Yards.,manh 7 trains medical assistance,2:52:06,7,person,
31,NYC,PM,MANH,signal problems,2/14/2019,2/14/2019 1:57:38 PM,Southbound 6 train service has resumed with delays after we repaired a signal problem at Astor Pl.,updated: manh 6 trains signal problem,1:57:38,6,train,
38,NYC,PM,MANH,signal problems,2/14/2019,2/14/2019 1:43:55 PM,Southbound 6 trains are delayed because of a signal problem at Astor Pl.,updated: manh 6 trains signal problem,1:43:55,6,train,
43,NYC,PM,MANH,signal problems,2/14/2019,2/14/2019 1:37:11 PM,Southbound 6 trains are delayed because of a signal problem at 14 St-Union Sq.,manh 6 trains signal problem,1:37:11,6,train,
8,NYC,PM,,maintenance,2/14/2019,2/14/2019 12:44:01 PM,"Northbound 2 trains are once again making their normal stops after we performed signal maintenance between Nevins St and Borough Hall.

Continue to expect delays on 2, 3, 4 and 5 trains as congestion clears.",updated: bkln 2 3 4 5 trains signal maintenance,12:44:01,"2, 3, 4, 5",train,
21,NYC,PM,BX,,2/14/2019,2/14/2019 12:22:24 PM,"Northbound D trains are once again making local stops from 167 St to Tremont Av after a train's brakes were automatically activated near 167 St.

Continue to expect delays in northbound B and D train service as congestion clears.",updated: bx b and d trains brakes activated,12:22:24,"b, d",,updated
22,NYC,PM,BKLYN,maintenance,2/14/2019,2/14/2019 12:20:31 PM,Broad St-bound J train service is running at slower speeds between Broadway Jct and Jamaica Center while we perform signal maintenance between those stations.,bklyn j trains signal maintenance,12:20:31,j,train,
23,NYC,PM,,maintenance,2/14/2019,2/14/2019 12:17:54 PM,"Some northbound 2 trains are running on the 5 line from Nevins St to 149 St-Grand Concourse while we perform signal maintenance between Nevins St and Borough Hall.

Continue to expect delays on 2, 3, 4 and 5 trains.",updated: bkln 2 3 4 5 trains signal maintenance,12:17:54,"2, 3, 4, 5",train,
35,NYC,PM,BX,,2/14/2019,2/14/2019 12:01:52 PM,"Northbound D trains are running express from 167 St to Tremont Av because a train's brakes were automatically activated near 167 St.

Expect delays in B and D train service.",updated: bx b and d trains brakes activated,12:01:52,"b, d",,updated
40,NYC,AM,,maintenance,2/14/2019,2/14/2019 11:54:41 AM,Northbound 2 3 4 5 service is running at slower speeds near Nevins St while we perform signal maintenance at that station.,bkln 2 3 4 5 trains signal maintenance,11:54:41,"2, 3, 4, 5",train,
42,NYC,AM,BX,brake activation,2/14/2019,2/14/2019 11:50:12 AM,Northbound B/D service is delayed because a train's brakes were automatically activated near 167 St.,bx b and d trains brakes activated,11:50:12,"b, d",,
8,NYC,AM,BKLYN,,2/14/2019,2/14/2019 11:12:06 AM,"Northbound D and N trains have resumed making express stops from 36 St (Brooklyn) to Atlantic Av-Barclays Ctr after a train's brakes were automatically activated at Atlantic Av-Barclays Ctr.

Expect residual delays as service returns to normal.",updated: bklyn d and n trains brakes activated,11:12:06,"d, n",,updated
13,NYC,AM,BKLYN,brake activation,2/14/2019,2/14/2019 10:57:58 AM,"Northbound D and N trains are making local stops from 36 St (Brooklyn) to Atlantic Av-Barclays Ctr because a train's brakes were automatically activated at Atlantic Av-Barclays Ctr.

Expect delays on D, N and R trains.",bklyn d and n trains brakes activated,10:57:58,"d, n",,
16,NYC,AM,BX,mechanical problems,2/14/2019,2/14/2019 8:41:05 AM,Southbound 6 express service has resumed regular service between Parkchester and 3 Av-138 St. Continue to expect delays in southbound 6 and 6 express service.,updated: bx 6 trains earlier train with mechanical issues,8:41:05,6,train,
19,NYC,AM,BX,mechanical problems,2/14/2019,2/14/2019 8:37:21 AM,Southbound 6 express service is running on the local track between Parkchester and 3 Av-138 St because an earlier train with door problems created a gap in service.,updated: bx 6 trains earlier train with mechanical issues,8:37:21,6,train,
30,NYC,AM,BX,mechanical problems,2/14/2019,2/14/2019 8:24:05 AM,Southbound 6 express service is running on the local track between Parkchester and 3 Av-149 St because an earlier train with door problems created a gap in service.,bx 6 trains earlier train with mechanical issues,8:24:05,6,train,
40,NYC,AM,MANH,mechanical problems,2/14/2019,2/14/2019 8:03:10 AM,Southbound 2 and 3 train service has resumed with delays after we removed a train with mechanical problems from service at 14 St.,updated: manh 2 and 3 trains mechanical problems,8:03:10,"2, 3",train,
44,NYC,AM,MANH,mechanical problems,2/14/2019,2/14/2019 7:56:56 AM,Southbound 2 and 3 trains are delayed while we remove a train with mechanical problems from service at 14 St.,manh 2 and 3 trains mechanical problems,7:56:56,"2, 3",train,
13,NYC,AM,MANH,,2/14/2019,2/14/2019 6:59:16 AM,Southbound 6 trains have resumed making local stops from 125 St to 42 St-Grand Central after we removed a train from service with a door problem at 110 St.,updated: manh 6 train door problem,6:59:16,6,,updated
20,NYC,AM,MANH,door problems,2/14/2019,2/14/2019 6:50:58 AM,"Southbound 6 trains are running express from 125 St to 42 St-Grand Central while we remove a train from service with a door problem at 110 St.

Expect delays on 4, 5 and 6 trains.",manh 6 train door problem,6:50:58,6,train,
21,NYC,AM,MANH,investigation,2/14/2019,2/14/2019 6:46:52 AM,Southbound 2 and 3 trains are resuming with delays after an earlier report of an unauthorized person on the tracks at Park Pl.,manh 2 and 3 trains nypd investigation,6:46:52,"2, 3",person,
23,NYC,AM,MANH,work trains,2/14/2019,2/14/2019 6:41:56 AM,Northbound Q trains are delayed while we move a slow moving work train to the storage yard.,manh q train slow moving work train,6:41:56,q,train,
25,NYC,AM,MANH,,2/14/2019,2/14/2019 6:35:42 AM,"Southbound N, Q and R trains have resumed with delays after we moved an overnight work train back to the storage yard in Brooklyn.",updated: manh n q and r trains moving work train,6:35:42,"n, q, r",,updated
31,NYC,AM,MANH,mechanical problems,2/14/2019,2/14/2019 6:19:14 AM,Downtown 2 and 3 trains have resumed making express stops from 34 St to Chambers St after we moved a work train with mechanical problems at Houston St.,updated: manh 2 and 3 trains mechanical problems,6:19:14,"2, 3",train,
35,NYC,AM,MANH,work trains,2/14/2019,2/14/2019 5:49:56 AM,"Southbound N, Q and R trains are running at slower speeds while we move an overnight work train back to the storage yard in Brooklyn",manh n q and r trains moving work train,5:49:56,"n, q, r",train,
41,NYC,AM,MANH,mechanical problems,2/14/2019,2/14/2019 5:32:57 AM,Downtown 2 and 3 trains are running on the local track from 34 St to Chambers St because of a work train experiencing mechanical problems at Houston St.,manh 2 and 3 trains mechanical problems,5:32:57,"2, 3",train,
5,NYC,AM,QNS,signal problems,2/14/2019,2/14/2019 5:12:49 AM,World Trade Center-bound E trains are once again running at regular speeds following earlier signal problems near Elmhurst Av.,updated: qns e trains signal problem,5:12:49,e,train,
37,NYC,AM,BX,earlier incident,2/14/2019,2/14/2019 4:25:48 AM,Northbound 6 trains are moving after an earlier passenger required medical attention at Longwood Av.,bx 6 trains earlier incident,4:25:48,6,,
40,NYC,AM,MANH,,2/14/2019,2/14/2019 4:20:57 AM,Southbound 1 and 2 train service has resumed with delays after our crews replaced rails on the express track at Franklin St.,updated: manh 1 and 2 trains rail replacement,4:20:57,"1, 2",,updated
42,NYC,AM,BKLYN,,2/14/2019,2/14/2019 4:14:15 AM,Flatbush Av-bound 2 trains will arrive on the Manhattan-bound track at Beverly Rd and Newkirk Av while crews replace rails at Flatbush Av-Brooklyn College.,bklyn 2 trains rail replacement,4:14:15,2,,
49,NYC,AM,MANH,,2/14/2019,2/14/2019 3:54:38 AM,Southbound 1 and 2 trains are holding in stations while our crews replace rails on the express track at Franklin St.,manh 1 and 2 trains rail replacement,3:54:38,"1, 2",,
9,NYC,AM,MANH,medical problems,2/14/2019,2/14/2019 3:43:43 AM,Jamaica Center-bound J train service has resumed after EMS removed someone in need of medical attention at Essex St.,updated: manh j trains someone in need of medical assistance,3:43:43,j,person,
19,NYC,AM,MANH,medical problems,2/14/2019,2/14/2019 3:34:41 AM,Jamaica Center-bound J trains are delayed while EMS is called in for someone in need of medical attention at Essex St.,manh j trains someone in need of medical assistance,3:34:41,j,person,
22,NYC,AM,QNS,medical problems,2/14/2019,2/14/2019 3:32:11 AM,Northbound E and F train service has resumed after EMS responded to someone in need of medical attention at 36 St (QNS).,updated: qns e and f trains someone in need of medical attention,3:32:11,"e, f",person,
24,NYC,AM,BKLYN,signal problems,2/14/2019,2/14/2019 3:24:23 AM,Northbound A and F train service has resumed with delays after earlier signal problems at Jay St-MetroTech Ctr.,updated: bklyn a and f trains signal problems,3:24:23,"a, f",train,
27,NYC,AM,BKLYN,signal problems,2/14/2019,2/14/2019 3:15:54 AM,Northbound A and F trains are delayed because of signal problems at Jay St-MetroTech Ctr.,bklyn a and f trains signal problems,3:15:54,"a, f",train,
32,NYC,AM,QNS,medical problems,2/14/2019,2/14/2019 2:59:22 AM,Northbound E and F trains are delayed while EMS responds to someone in need of medical attention at 36 St (QNS).,qns e and f trains someone in need of medical attention,2:59:22,"e, f",person,
36,NYC,AM,BKLYN,,2/14/2019,2/14/2019 2:41:16 AM,Bronx-bound 2 train service has resumed after our crews replaced rails at President St.,updated: bklyn 2 trains rail replacement,2:41:16,2,,updated
38,NYC,AM,BKLYN,,2/14/2019,2/14/2019 2:39:16 AM,Bronx-bound 2 trains are delayed while crews replace rails at President St.,bklyn 2 trains rail replacement,2:39:16,2,,
43,NYC,AM,QNS,signal problems,2/14/2019,2/14/2019 2:17:38 AM,World Trade Center-bound E trains are running at slower speeds because of a signal problem near Elmhurst Av.,qns e trains signal problem,2:17:38,e,train,
1,NYC,AM,BKLYN,signal problems,2/14/2019,2/14/2019 1:49:21 AM,Northbound 4 trains are proceeding after earlier signal problems at Borough Hall.,updated: bklyn 4 trains signal problems,1:49:21,4,train,
2,NYC,AM,SI,investigation,2/14/2019,2/14/2019 1:45:00 AM,Staten Island Railway trains are proceeding with delays after NYPD investigated a report of a customer struck by a train at Pleasant Plains.,updated: si sir trains nypd investigation,1:45:00,,person,
8,NYC,AM,,,2/14/2019,2/14/2019 1:27:43 AM,96 St-bound Q trains have once again resumed regular service after a train's brakes were automatically activated on the Manhattan Bridge.,updated: manh/bklyn q trains brakes activated,1:27:43,q,,updated
19,NYC,AM,,,2/14/2019,2/14/2019 1:04:23 AM,"96 St-bound Q trains are stopping along the R line from DeKalb Av to Canal St because a train's brakes automatically activated on the Manhattan Bridge.
96 St-bound trains stop at the upper-level R platform at Canal St.",updated: manh/bklyn q trains brakes activated,1:04:23,q,,updated
23,NYC,AM,,brake activation,2/14/2019,2/14/2019 12:56:06 AM,96 St-bound Q trains are delayed because a train's brakes automatically activated on the Manhattan Bridge.,manh/bklyn q trains brakes activated,12:56:06,q,,
43,NYC,AM,SI,investigation,2/14/2019,2/14/2019 12:09:07 AM,SIR trains are holding in stations in both directions while NYPD investigates a report of a customer struck by a train at Pleasant Plains.,si sir trains nypd investigation,12:09:07,,person,
13,NYC,PM,MANH,mechanical problems,2/13/2019,2/13/2019 11:26:13 PM,"Southbound 1, 2 and 3 train service has resumed with delays after we removed the train experiencing mechanical problems at 14 St.",updated: manh 1 2 and 3 trains mechanical problems,11:26:13,"1, 2, 3",train,
15,NYC,PM,MANH,mechanical problems,2/13/2019,2/13/2019 11:19:06 PM,Southbound 1 2 and 3 trains are delayed because of a train experiencing mechanical problems at 14 St.,manh 1 2 and 3 trains mechanical problems,11:19:06,"1, 2, 3",train,
18,NYC,PM,MANH,medical problems,2/13/2019,2/13/2019 11:11:03 PM,Main St-bound 7 trains are proceeding with delays after EMS assisted someone in need of medical assistance at Grand Central-42 St.,updated: manh 7 trains medical assistance,11:11:03,7,person,
22,NYC,PM,MANH,medical problems,2/13/2019,2/13/2019 10:56:21 PM,"Main St-bound 7 trains are delayed while we request EMS for someone in need of medical assistance at Grand Central-42 St. 
Expect delays in both directions.",manh 7 trains medical assistance,10:56:21,7,person,
24,NYC,PM,,work trains,2/13/2019,2/13/2019 10:49:28 PM,"Expect delays in L service while we move work trains into place for tonight's planned work, the last Canarsie-bound L train will depart 8 Av at 11:13.",bklyn/manh l trains moving work trains,10:49:28,l,train,
29,NYC,PM,BKLYN,signal problems,2/13/2019,2/13/2019 10:35:40 PM,"Northbound 4 trains are running with delays because of signal problems at Borough Hall.

Expect delays in 4 train service in both directions.",updated: bklyn 4 trains signal problems,10:35:40,4,train,
31,NYC,PM,MANH,sick passenger,2/13/2019,2/13/2019 10:28:42 PM,"Southbound 6 trains have resumed making local stops from 125 St to Grand Central-42 St after EMS assisted someone at 110 St.

Continue to expect delays in southbound 4 and 6 train service as we get trains back on schedule.",updated: manh 6 trains sick customer,10:28:42,6,person,
34,NYC,PM,MANH,sick passenger,2/13/2019,2/13/2019 10:16:31 PM,"Southbound 6 trains are running express from 125 St to Grand Central-42 St while we request EMS assistance for someone at 110 St.

Expect delays in southbound 4 and 6 train service.",manh 6 trains sick customer,10:16:31,6,person,
41,NYC,PM,MANH,,2/13/2019,2/13/2019 9:21:21 PM,Southbound 6 trains are making regular local stops between 14 St-Union Sq and Brooklyn Bridge-City Hall after removed a train with a door problem from service at 14 St-Union Sq.,updated: manh 6 trains door problem,9:21:21,6,,updated
42,NYC,PM,MANH,door problems,2/13/2019,2/13/2019 9:12:12 PM,"Southbound 6 trains are running on the express track from 14 St-Union Sq to Brooklyn Bridge-City Hall because of a train with a door problem at 14 St-Union Sq.

Expect delays in southbound 4 5 and 6 train service.",manh 6 trains door problem,9:12:12,6,train,
45,NYC,PM,BKLYN,,2/13/2019,2/13/2019 9:04:30 PM,B and Q trains are proceeding with delays following an earlier incident involving an unauthorized person on the tracks on Cortelyou Rd.,updated: bklyn b and q trains unauthorized person on tracks,9:04:30,"b, q",,updated
46,NYC,PM,BKLYN,unauthorized person,2/13/2019,2/13/2019 9:01:56 PM,Southbound B and Q trains are running with delays because of an unauthorized person on the tracks on Cortelyou Rd.,bklyn b and q trains unauthorized person on tracks,9:01:56,"b, q",person,
47,NYC,PM,BKLYN,signal problems,2/13/2019,2/13/2019 8:57:56 PM,Northbound 4 trains are running with delays because of signal problems at Borough Hall.,updated: bklyn 4 trains signal problems,8:57:56,4,train,
1,NYC,PM,QNS,,2/13/2019,2/13/2019 8:38:11 PM,M and R trains are proceeding with delays after NYPD responded to reports of an unruly customer at Forest Hills-71 Av.,updated: qns m and r trains unruly customer,8:38:11,"m, r",,updated
3,NYC,PM,QNS,disruptive passenger,2/13/2019,2/13/2019 8:31:36 PM,71 Av-bound M and R trains are running with delays while NYPD responds to reports of an unruly customer at Forest Hills-71 Av.,qns m and r trains unruly customer,8:31:36,"m, r",person,
4,NYC,PM,BKLYN,signal problems,2/13/2019,2/13/2019 8:28:42 PM,"There are service changes and delays in 4 and 5 train service because of signal problems at Borough Hall. 

Some northbound 5 trains are stopping along the 2 line from Nevins St to 149 St-Grand Concourse. 

Expect delays in 2, 3, 4 and 5 train service.",updated: bklyn 4 and 5 trains signal problems,8:28:42,"4, 5",train,
6,NYC,PM,BKLYN,signal problems,2/13/2019,2/13/2019 8:24:37 PM,"There are service changes and delays in 4 and 5 train service because of signal problems at Borough Hall. 

Northbound 5 trains are stopping along the 2 line from Nevins St to 149 St-Grand Concourse. 

Expect delays in 4 and 5 train service.",bklyn 4 and 5 trains signal problems,8:24:37,"4, 5",train,
12,NYC,PM,MANH,fdny,2/13/2019,2/13/2019 8:08:37 PM,"2 and 3 trains have resumed making express stops between 14 St and 96 St following earlier FDNY activity at 135 St. Continue to expect delays in 1, 2 and 3 train service as congestion clears.",updated: manh 2 and 3 trains fdny activity,8:08:37,"2, 3",person,
13,NYC,PM,MANH,fdny,2/13/2019,2/13/2019 8:04:01 PM,"Some northbound 2 and 3 trains are running on the local track from 14 St to 96 St because of FDNY activity at 135 St.

Expect delays in 1, 2 and 3 train service.",updated: manh 2 and 3 trains fdny activity,8:04:01,"2, 3",person,
20,NYC,PM,MANH,fdny,2/13/2019,2/13/2019 7:52:10 PM,Northbound 2 and 3 trains are running with delays because of FDNY activity at 135 St.,manh 2 and 3 trains fdny activity,7:52:10,"2, 3",person,
45,NYC,PM,BKLYN,disruptive passenger,2/13/2019,2/13/2019 6:51:21 PM,2 and 5 trains are proceeding with delays in both directions after NYPD responded to an unruly customer at Newkirk Av.,bklyn 2 and 5 trains unruly customer,6:51:21,"2, 5",person,
26,NYC,PM,MANH,,2/13/2019,2/13/2019 6:07:09 PM,1 trains are proceeding with delays after we removed a train with door problems from service at 96 St.,updated: manh 1 trains door problem,6:07:09,1,,updated
31,NYC,PM,MANH,door problems,2/13/2019,2/13/2019 5:59:38 PM,Northbound 1 trains are running with delays while we work to correct a door problem at 96 St.,manh 1 trains door problem,5:59:38,1,train,
9,NYC,PM,MANH,mechanical problems,2/13/2019,2/13/2019 5:11:57 PM,Southbound B and D trains are proceeding with delays after we removed a train with mechanical problems from service at B'way-Lafayette St.,manh b and d trains mechanical problems,5:11:57,"b, d",train,
13,NYC,PM,BX,signal problems,2/13/2019,2/13/2019 5:01:42 PM,Southbound B and D trains are proceeding with delays after we corrected signal problems at 182-183 Sts.,updated: bx b and d trains signal problems,5:01:42,"b, d",train,
37,NYC,PM,QNS,switch problems,2/13/2019,2/13/2019 4:22:47 PM,7 trains are proceeding with delays in both directions after we corrected switch problems at Queensboro Plaza.,updated: qns 7 trains switch problems,4:22:47,7,train,
40,NYC,PM,BKLYN,,2/13/2019,2/13/2019 4:15:32 PM,8 Av-bound L trains are proceeding with delays after we removed a vandalized train from service at Broadway Junction.,updated: bklyn l trains vandalism,4:15:32,l,,updated
44,NYC,PM,BKLYN,,2/13/2019,2/13/2019 4:08:30 PM,8 Av-bound L trains are running with delays while we remove a vandalized train from service at Broadway Junction.,bklyn l trains vandalism,4:08:30,l,,
16,NYC,PM,QNS,switch problems,2/13/2019,2/13/2019 3:53:53 PM,7 trains are running with delays in both directions because of switch problems at Queensboro Plaza.,updated: qns 7 trains switch problems,3:53:53,7,train,
22,NYC,PM,BX,investigation,2/13/2019,2/13/2019 3:50:01 PM,Southbound 2 and 5 trains are proceeding with delays after an earlier NYPD investigation at E 180 St.,updated: bx 2 and 5 trains nypd investigation,3:50:01,"2, 5",person,
23,NYC,PM,,,2/13/2019,2/13/2019 3:49:54 PM,"Presidents' Day
Subways operate on a Saturday schedule.
 5 service will run between Bowling Green and Dyre Av.
 5 and D service will run local in the Bronx
 N trains will run local in Manhattan.
 Use the local 6 or 7 instead of express 6 or 7 service.
 Use the A, C, D, or Q trains instead of the B.
 Use the N, Q, or R instead of the W.",all lines - holiday schedule,3:49:54,,,
24,NYC,PM,BX,signal problems,2/13/2019,2/13/2019 3:47:58 PM,Southbound B and D trains are running with delays because of signal problems at 182-183 Sts.,bx b and d trains signal problems,3:47:58,"b, d",train,
30,NYC,PM,BX,investigation,2/13/2019,2/13/2019 3:40:40 PM,Southbound 2 and 5 trains are running with delays because of an NYPD investigation at E 180 St.,bx 2 and 5 trains nypd investigation,3:40:40,"2, 5",person,
3,NYC,PM,QNS,signal problems,2/13/2019,2/13/2019 3:06:58 PM,Main St-bound 7 trains are running with delays because of signal problems at Queensboro Plaza.,qns 7 trains signal problems,3:06:58,7,train,
23,NYC,PM,MANH,signal problems,2/13/2019,2/13/2019 1:58:53 PM,Southbound C trains have resumed making local stops from 59 St-Columbus Circle to Canal St after an earlier signal problem at 50 St.,updated: manh c trains signal problem,1:58:53,c,train,
24,NYC,PM,MANH,,2/13/2019,2/13/2019 1:55:24 PM,"Southbound 2 and 3 trains are running local from 34 St-Penn Station to Chambers St while we inspect at rail at Franklin St.

Some southbound 2 trains are running on the 5 line from 149 St-Grand Concourse to Nevins St.

Expect delays on the 2, 3, 4 and 5 trains.",updated: manh 2 and 3 trains rail inspection,1:55:24,"2, 3",,updated
29,NYC,PM,MANH,rail condition,2/13/2019,2/13/2019 1:46:21 PM,Southbound 2 and 3 trains are running at slower speeds because of a rail condition near Franklin St.,manh 2 and 3 trains rail condition,1:46:21,"2, 3",train,
34,NYC,PM,MANH,signal problems,2/13/2019,2/13/2019 1:36:13 PM,"Some southbound C trains are running express from 59 St-Columbus Circle to Canal St because of a signal problem at 50 St.

Expect delays on A and C trains.",updated: manh c trains signal problem,1:36:13,c,train,
36,NYC,PM,BKLYN,nypd activity,2/13/2019,2/13/2019 1:32:54 PM,Northbound A and C train service has resumed after NYPD responded to an unruly passenger near Lafayette Av.,updated: bklyn a and c trains nypd activity,1:32:54,"a, c",person,
37,NYC,PM,MANH,signal problems,2/13/2019,2/13/2019 1:30:22 PM,Southbound C trains are delayed because of a signal problem at 50 St.,manh c trains signal problem,1:30:22,c,train,
45,NYC,PM,BKLYN,nypd activity,2/13/2019,2/13/2019 1:22:28 PM,Northbound A and C trains are delayed while NYPD investigates an unauthorized person on the tracks near Lafayette Av.,bklyn a and c trains nypd activity,1:22:28,"a, c",person,
22,NYC,AM,MANH,medical problems,2/13/2019,2/13/2019 9:20:24 AM,Southbound 2 and 3 train service has resumed after NYPD helped someone who needed medical assistance at 125 St.,updated: manh 2 and 3 trains medical assistance,9:20:24,"2, 3",person,
25,NYC,AM,,,2/13/2019,2/13/2019 9:14:43 AM,Canarsie-bound L trains are running with longer-than-expected gaps in service after we removed a train with racist graffiti from service at Myrtle-Wyckoff Avs.,bklyn/manh l trains racist graffiti,9:14:43,l,,
26,NYC,AM,BKLYN,medical problems,2/13/2019,2/13/2019 9:14:35 AM,Southbound 4 and 5 train service has resumed after EMS helped someone who needed medical assistance at Atlantic Av-Barclays Ctr.,updated: bklyn 4 and 5 trains medical assistance,9:14:35,"4, 5",person,
30,NYC,AM,MANH,medical problems,2/13/2019,2/13/2019 9:08:50 AM,Southbound 2 and 3 trains are delayed while we get emergency medical help for a passenger at 125 St.,manh 2 and 3 trains medical assistance,9:08:50,"2, 3",person,
31,NYC,AM,BKLYN,medical problems,2/13/2019,2/13/2019 9:06:44 AM,Southbound 4 and 5 trains are delayed while we get emergency medical help for a passenger at Atlantic Av-Barclays Ctr.,bklyn 4 and 5 trains medical assistance,9:06:44,"4, 5",person,
39,NYC,AM,BKLYN,medical problems,2/13/2019,2/13/2019 8:58:23 AM,Northbound 2 and 3 train service has resumed after we held a train with someone who needed medical assistance at Borough Hall.,bklyn 2 and 3 trains medical assistance,8:58:23,"2, 3",person,
20,NYC,AM,BKLYN,switch problems,2/13/2019,2/13/2019 8:31:35 AM,Southbound D trains have resumed making regular stops after we addressed a switch problem near DeKalb Av. There may some congestion as service normalizes.,updated: bklyn d trains switch problem,8:31:35,d,train,
36,NYC,AM,BKLYN,switch problems,2/13/2019,2/13/2019 8:19:17 AM,"Southbound D trains will make station stops at DeKalb Av because of a switch problem near that station. 

Expect delays in B and D train service.",bklyn d trains switch problem,8:19:17,d,train,
7,NYC,AM,BKLYN,work trains,2/13/2019,2/13/2019 7:57:19 AM,"Southbound D, N, Q and R trains are running with residual delays after a slow-moving work train returning to the yard.",bklyn d n q and r trains work train,7:57:19,"d, n, q, r",train,
26,NYC,AM,QNS,switch problems,2/13/2019,2/13/2019 7:28:29 AM,Jamaica-bound F train service has resumed after an earlier switch problem at Parsons Blvd.,updated: qns f train switch problem,7:28:29,f,train,
35,NYC,AM,QNS,switch problems,2/13/2019,2/13/2019 6:36:52 AM,Jamaica-bound F trains are delayed because of a switch problem at Parsons Blvd.,qns f train switch problem,6:36:52,f,train,
42,NYC,AM,MANH,mechanical problems,2/13/2019,2/13/2019 6:19:49 AM,J and M train service has resumed in both directions after we moved a work train back into Essex St because of a mechanical problem.,updated: manh j and m trains mechanical problem,6:19:49,"j, m",train,
44,NYC,AM,BX,maintenance,2/13/2019,2/13/2019 6:16:19 AM,205 St-bound D trains are running at regular speeds after our crews performed signal maintenance at 161 St-Yankee Stadium.,updated: bx d trains signal maintenance,6:16:19,d,train,
45,NYC,AM,BKLYN,,2/13/2019,2/13/2019 5:55:11 AM,"A, C and F train service has resumed with delays following an earlier signal malfunction at Hoyt-Schermerhorn.",updated: bklyn a c and f trains signal malfunction,5:55:11,"a, c, f",,updated
48,NYC,AM,MANH,mechanical problems,2/13/2019,2/13/2019 5:46:29 AM,J and M trains are holding in stations in both directions while we safely move a work train back into Essex St because of a mechanical problem.,manh j and m trains mechanical problem,5:46:29,"j, m",train,
0,NYC,AM,MANH,,2/13/2019,2/13/2019 5:39:52 AM,Downtown 1 and 2 train service has resumed after EMS responded to someone in need of medical assistance at 72 St.,updated: manh 1 and 2 trains ems assistance,5:39:52,"1, 2",,updated
2,NYC,AM,BKLYN,,2/13/2019,2/13/2019 5:31:42 AM,"Northbound A, C and F trains have service changes and delays because of signal malfunction at Hoyt-Schermerhorn.

Some northbound A trains are stopping along the F line from Jay St-MetroTech to West 4 St-Washington Square, then stopping on the local track to 59 St-Columbus Circle.

Expect delays in A, C, E, F, and M train service.",updated: bklyn a c and f trains signal malfunction,5:31:42,"a, c, f",,updated
16,NYC,AM,BX,maintenance,2/13/2019,2/13/2019 5:24:38 AM,205 St-bound D trains are running at slower speeds while crews perform signal maintenance at 161 St-Yankee Stadium.,bx d trains signal maintenance,5:24:38,d,train,
24,NYC,AM,BKLYN,signal malfunction,2/13/2019,2/13/2019 5:15:27 AM,"Northbound A, C and F trains are running at slower speeds because of signal malfunction at Hoyt-Schermerhorn.",bklyn a c and f trains signal malfunction,5:15:27,"a, c, f",train,
29,NYC,AM,MANH,ems help,2/13/2019,2/13/2019 5:07:40 AM,Downtown 1 and 2 trains are running express from 72 St to Times Square-42 St while we remove a train from service while we request EMS assistance at 72 St.,manh 1 and 2 trains ems assistance,5:07:40,"1, 2",person,
34,NYC,AM,,track maintenance,2/13/2019,2/13/2019 4:54:14 AM,E trains have resumed normal speeds in both directions after earlier track maintenance in the tunnel between Lexington Av-53 St and Court Square-23 St.,updated: qns/manh e trains track maintenance,4:54:14,e,train,
41,NYC,AM,QNS,,2/13/2019,2/13/2019 4:47:05 AM,Main St-bound 7 trains are proceeding with delays after we removed a train with a door problem from service at 52 St.,updated: qns 7 trains door problem,4:47:05,7,,updated
48,NYC,AM,QNS,door problems,2/13/2019,2/13/2019 4:36:08 AM,Main St-bound 7 trains are delayed while we remove a train with a door problem from service at 52 St.,qns 7 trains door problem,4:36:08,7,train,
5,NYC,AM,MANH,,2/13/2019,2/13/2019 4:09:34 AM,Coney Island-bound D trains have resumed stopping at 155 St after crews replaced rails at that station.,updated: manh d trains rail replacement,4:09:34,d,,updated
17,NYC,AM,BX,,2/13/2019,2/13/2019 3:46:18 AM,Pelham Bay Park-bound 6 trains have resumed local service from 3 Av-138 St to Parkchester after crews replaced rails at Hunts Point Av.,updated: bx 6 trains rail replacement,3:46:18,6,,updated
28,NYC,AM,BKLYN,signal problems,2/13/2019,2/13/2019 3:21:11 AM,207 St-bound A trains are once again running at normal speeds after our crews repaired a signal problem at Kingston-Throop Avs.,updated: bklyn a trains signal problem,3:21:11,a,train,
37,NYC,AM,MANH,,2/13/2019,2/13/2019 3:04:23 AM,Coney Island-bound D trains are bypassing 155 St while crews replace rails at that station.,manh d trains rail replacement,3:04:23,d,,
1,NYC,AM,BKLYN,,2/13/2019,2/13/2019 2:23:35 AM,Q shuttle train service has resumed with minor delays after a train's brakes were automatically activated at Prospect Park.,updated: bklyn q trains brakes activated,2:23:35,q,,updated
3,NYC,AM,MANH,,2/13/2019,2/13/2019 2:17:09 AM,Bronx-bound D trains are proceeding with delays after we moved a train with its brakes activated at 34 St-Herald Square.,updated: manh d trains brakes activated,2:17:09,d,,updated
5,NYC,AM,MANH,brake activation,2/13/2019,2/13/2019 2:13:28 AM,Bronx-bound D trains are delayed because a train's brakes automatically activated at 34 St-Herald Square.,manh d trains brakes activated,2:13:28,d,,
7,NYC,AM,MANH,,2/13/2019,2/13/2019 2:08:58 AM,Coney Island-bound D trains have resumed stopping at 155 St after crews replaced rails at 145 St.,updated: manh d trains rail replacement,2:08:58,d,,updated
