!,NYC,AM,MANH,attempting to retrieve phone from tracks,7/8/2019,7/8/2019 11:43:38 AM,L trains are running at slower speeds near 8 Av after we received reports that someone is attempting to retrieve their phone from the track.,manh l train retrieving phone,11:43:38,l,
18,NYC,AM,MANH,brake activation,7/22/2019,7/22/2019 7:41:09 AM,"Southbound R trains are running on the F line from 36 St to Lexington Av/63 St and then on the Q line to 57 St-7 Av because a train's brakes were activated at Lexington Av/59 St.

Expect delays in southbound service.",manh r train brakes activated,7:41:09,r,
31,NYC,PM,MANH,brake activation,7/17/2019,7/17/2019 9:07:06 PM,Southbound R and W trains are running on the express track from 34 St-Herald Sq to Canal St because a train's brakes were activated at 34 St-Herald Sq.,manh r and w trains brakes activated,9:07:06,"r, w",
11,NYC,AM,MANH,brake activation,7/10/2019,7/10/2019 8:43:43 AM,You may experience delays in northbound R and W trains because N and Q trains are running on the local track near 23 St.,manh r and w trains brakes activated,8:43:43,"r, w",
11,NYC,AM,MANH,brake activation,7/29/2019,7/29/2019 1:41:33 AM,Southbound Q trains are delayed because a train's brakes were activated at City Hall.,manh q trains brakes activated,1:41:33,q,
20,NYC,AM,MANH,brake activation,7/22/2019,7/22/2019 7:35:17 AM,"Southbound N, R and W trains are delayed because a train's brakes were activated near Lexington Av/59 St.",manh n r and w trains brakes activated,7:35:17,"n, r, w",
45,NYC,AM,MANH,brake activation,7/13/2019,7/13/2019 10:01:45 AM,Southbound N and R trains are skipping 49 St while we investigate a train that its brakes automatically activated at 49 St.,manh n and r trains brakes activated,10:01:45,"n, r",
42,NYC,PM,MANH,brake activation,7/30/2019,7/30/2019 8:32:31 PM,Southbound N and Q trains are stopping along the R line from Canal St to DeKalb Av because of a train with its emergency brakes activated at Canal St.,manh n and q trains brakes activated,8:32:31,"n, q",
17,NYC,AM,MANH,brake activation,7/11/2019,7/11/2019 12:13:12 AM,Downtown N and Q trains are delayed because a train's brakes were activated at Times Square-42 St.,manh n and q trains brakes activated,12:13:12,"n, q",
21,NYC,AM,MANH,brake activation,7/10/2019,7/10/2019 8:32:51 AM,"Northbound N and Q trains are running local from Canal St to 34 St-Herald Sq because a train's brakes were automatically activated near 23 St.

Expect delays on N, Q, R and W trains.",manh n and q trains brakes activated,8:32:51,"n, q",
36,NYC,AM,MANH,brake activation,7/8/2019,7/8/2019 1:32:16 AM,Uptown N and Q trains are delayed while we investigate a train's brakes that were activated at Prince St.,manh n and q trains brakes activated,1:32:16,"n, q",
45,NYC,PM,MANH,brake activation,7/27/2019,7/27/2019 5:37:48 PM,L trains are delayed in both directions while we investigate what activated a train's brakes at Bedford Av.,manh l train brakes activated,5:37:48,l,
40,NYC,AM,MANH,brake activation,7/8/2019,7/8/2019 8:44:43 AM,8 Av-bound L trains are delayed because a train's brakes were activated at 3 Av.,manh l train brakes activated,8:44:43,l,
15,NYC,AM,MANH,brake activation,7/1/2019,7/1/2019 9:40:16 AM,"Canarsie-bound L trains are holding in stations in Manhattan while we investigate what activated a train's emergency brakes at 3 Av.

The last stop on some 8 Av-bound trains will be Broadway Junction, Myrtle-Wyckoff Avs or Lorimer St.",manh l train brakes activated,9:40:16,l,
17,NYC,AM,MANH,brake activation,7/22/2019,7/22/2019 7:43:42 AM,Southbound F trains are running with delays because R trains are rerouted on the F line as a result of train's brakes were activated near Lexington Av/59 St.,manh f trains brakes activated,7:43:42,f,
48,NYC,AM,MANH,brake activation,7/10/2019,7/10/2019 11:24:29 AM,You may experience delays in southbound F service because A and C trains are running via 6 Av because a train's brakes were activated at Fulton St.,manh f train brakes activated,11:24:29,f,
43,NYC,PM,MANH,brake activation,7/20/2019,7/20/2019 6:08:21 PM,Southbound F and M trains are delayed because a train's brakes were activated at W 4 St-Washington Sq.,manh f and m trains brakes activated,6:08:21,"f, m",
0,NYC,AM,MANH,brake activation,7/13/2019,7/13/2019 9:49:47 AM,Northbound F and M trains are delayed while we investigate a train that had its brakes automatically activated at W 4 St-Wash Sq.,manh f and m trains brakes activated,9:49:47,"f, m",
16,NYC,AM,MANH,brake activation,7/24/2019,7/24/2019 10:31:57 AM,Northbound E and M trains are running on the F line from W 4 St-Washington Sq to 36 St (QNS) or Jackson Hts-Roosevelt Av because a train's brakes activated at 5 Av-53 St.,manh e trains brakes activated,10:31:57,e,
1,NYC,AM,MANH,brake activation,7/16/2019,7/16/2019 5:42:16 AM,E trains are delayed in both directions while our crews investigate why a train's brakes activated at World Trade Center.,manh e trains brakes activated,5:42:16,e,
32,NYC,PM,MANH,brake activation,7/15/2019,7/15/2019 2:59:33 PM,"Some southbound E trains will end Canal St because a train's brakes were activated at Canal St.

Some southbound E trains will run on the F line from W 4 St-Washington Sq to 2 Av where they will end. 

Expect delays in E service in both directions.",manh e trains brakes activated,2:59:33,e,
19,NYC,AM,MANH,brake activation,7/29/2019,7/29/2019 9:47:31 AM,World Trade Center-bound E trains are running on the local track from Jackson Hts-Roosevelt Av to Queens Plaza because a train's brakes were activated.,manh e train brakes activated,9:47:31,e,
27,NYC,AM,MANH,brake activation,7/18/2019,7/18/2019 3:10:28 AM,Bronx-bound D trains are delayed because a train's brakes were activated at West 4 St-Washington Sq.,manh d trains brakes activated,3:10:28,d,
39,NYC,AM,MANH,brake activation,7/7/2019,7/7/2019 7:24:50 AM,Southbound D trains are proceeding with delays after we moved a train that had its brakes activated at 34 St-Herald Sq.,manh d trains brakes activated,7:24:50,d,
9,NYC,AM,MANH,brake activation,7/24/2019,7/24/2019 8:52:57 AM,Southbound C and E trains are delayed while we investigate a train's brakes activated at Canal St.,manh c and e trains brakes activated,8:52:57,"c, e",
44,NYC,PM,MANH,brake activation,7/17/2019,7/17/2019 3:08:35 PM,"There are service changes and delays in southbound C and E train service because a train's brakes were activated at 34 St-Penn Station.

Southbound C trains are running on the express track from 59 St-Columbus Circle to Canal St.

Southbound E trains are running on the express track from 42 St-Port Authority Bus Terminal to Canal St.",manh c and e trains brakes activated,3:08:35,"c, e",
4,NYC,AM,MANH,brake activation,7/5/2019,7/5/2019 7:12:55 AM,You may experience delays in northbound C and E service while B and D trains are rerouted because a train's brakes were activated in Manhattan.,manh c and e trains brakes activated,7:12:55,"c, e",
3,NYC,PM,MANH,brake activation,7/9/2019,7/9/2019 10:01:03 PM,"There are service changes and delays in B D F and M train service because a train's brakes were activated at W 4 St-Wash Sq.

Southbound D trains are running on the A line from 59 St-Columbus Circle to Jay St-MetroTech, then on the F line to Coney Island-Stillwell Av.

Metropolitan-bound M trains are running on the E line from 5 Av-53 St to W 4 St-Wash Sq.

Expect delays in D and M train service at this time.",manh b d f and m trains brakes activated,10:01:03,"b, d, f, m",
10,NYC,PM,MANH,brake activation,7/29/2019,7/29/2019 3:45:22 PM,"Southbound D trains are running on the express track from 161 St-Yankee Stadium to 145 St because a train's brakes were activated at 145 St.

For service to/from 155 St, take a northbound train. 
 

Expect delays in B and D train service.",manh b and d trains brakes activated,3:45:22,"b, d",
8,NYC,PM,MANH,brake activation,7/19/2019,7/19/2019 5:44:38 PM,Northbound B and D trains are running on the local track from W 4 St-Washington Sq to 34 St-Herald Sq because a train's brakes were activated at W 4 St.,manh b and d trains brakes activated,5:44:38,"b, d",
6,NYC,AM,MANH,brake activation,7/5/2019,7/5/2019 7:11:41 AM,"Northbound B and D trains are stopping on the C line from W 4 St-Washington Sq to 59 St-Columbus Circle because a train's brakes were automatically activated at 42 St-Bryant Park.

Expect delays on the B, C and D trains.",manh b and d trains brakes activated,7:11:41,"b, d",
9,NYC,AM,MANH,brake activation,7/8/2019,7/8/2019 5:48:03 AM,Southbound A trains are delayed because a train's brakes are activated at 135 St.,manh a trains brakes activated,5:48:03,a,
16,NYC,PM,MANH,brake activation,7/17/2019,7/17/2019 6:38:31 PM,A trains are delayed in both directions because a train's brakes were activated at Inwood-207 St.,manh a train brakes activated,6:38:31,a,
47,NYC,PM,MANH,brake activation,7/10/2019,7/10/2019 4:10:15 PM,"There are service changes and delays in A, B, C and D train service because a train's brakes were activated at 125 St.

Southbound A and D trains are running on the local track from 125 St to 59 St-Columbus Circle.

Southbound B and C trains will bypass 135 St.",manh a b c and d trains brakes activated,4:10:15,"a, b, c, d",
34,NYC,AM,MANH,brake activation,7/15/2019,7/15/2019 9:06:35 AM,Northbound A and D trains are delayed while we investigate what activated a train's brakes near 135 St on the express track.,manh a and d trains brakes activated,9:06:35,"a, d",
5,NYC,AM,MANH,brake activation,7/28/2019,7/28/2019 11:06:19 AM,Northbound A and C trains are proceeding with delays after a passenger activated a train's emergency brakes at Chambers St.,manh a and c trains brakes activated,11:06:19,"a, c",
49,NYC,AM,MANH,brake activation,7/10/2019,7/10/2019 11:21:00 AM,"Southbound A and C trains are running on the F line from W 4 St-Wash Sq to Jay St-MetroTech because a train's brakes were activated at Fulton St.

For service to bypassed stations, take an uptown A or C train.",manh a and c trains brakes activated,11:21:00,"a, c",
38,NYC,PM,MANH,brake activation,7/9/2019,7/9/2019 4:44:09 PM,6 trains are running with delays because 4 and 5 trains are being rerouted on the local track from 125 St to Grand Central-42 St because a train's brakes were activated at 86 St.,manh 6 trains brakes activated.,4:44:09,6,
28,NYC,PM,MANH,brake activation,7/19/2019,7/19/2019 9:16:48 PM,Southbound 6 trains are delayed because a train's brakes were activated at 86 St.,manh 6 train brakes activated,9:16:48,6,
49,NYC,AM,MANH,brake activation,7/16/2019,7/16/2019 9:35:22 AM,"Northbound 6 trains are arriving on express track at 125 St while we investigate what activated a train's brakes at that station.

Expect delays.",manh 6 train brakes activated,9:35:22,6,
38,NYC,PM,MANH,brake activation,7/12/2019,7/12/2019 9:57:38 PM,S shuttle trains are delayed in both directions because a train's brakes were activated at Times Sq-42 St.,manh 42 st shuttle train brakes activated,9:57:38,,
35,NYC,AM,MANH,brake activation,7/14/2019,7/14/2019 7:52:07 AM,4 trains are proceeding with delays after our crews investigated a train that had its brakes automatically activated at 14 St-Union Sq.,manh 4 trains brakes activated,7:52:07,4,
36,NYC,AM,MANH,brake activation,7/13/2019,7/13/2019 12:18:09 AM,"Woodlawn-bound 4 trains are running on the local track from Grand Central-42 St to 125 St because a train's brakes were activated at Grand Central-42 St.

Expect delays in uptown 4 and 6 train service.",manh 4 trains brakes activated,12:18:09,4,
25,NYC,AM,MANH,brake activation,7/3/2019,7/3/2019 12:57:51 AM,Brooklyn-bound 4 trains are delayed because a train's brakes were activated at Brooklyn Bridge-City Hall.,manh 4 trains brakes activated,12:57:51,4,
26,NYC,AM,MANH,brake activation,7/3/2019,7/3/2019 12:56:35 AM,Woodlawn-bound 4 trains are delayed while our crews investigate a train's brakes that were activated at Brooklyn Bridge-City Hall.,manh 4 trains brakes activated,12:56:35,4,
9,NYC,PM,MANH,brake activation,7/2/2019,7/2/2019 10:42:05 PM,Brookklyn-bound 4 trains are delayed because a train's brakes were activated at Brooklyn Bridge-City Hall.,manh 4 trains brakes activated,10:42:05,4,
32,NYC,AM,MANH,brake activation,7/14/2019,7/14/2019 8:03:13 AM,"Northbound 4 trains are running on the local from Grand Central-42 St to 125 St while we investigate a train that had its brakes automatically activated at 59 St.

Expect delays in 4 and 6 train service.",manh 4 and 6 trains brakes activated,8:03:13,"4, 6",
3,NYC,PM,MANH,brake activation,7/29/2019,7/29/2019 7:12:16 PM,"Northbound 4 and 5 trains are running on the local track from Brooklyn Bridge to Grand Central-42 St because a train's brakes were activated at 14 St-Union Sq.

Some northbound 5 trains will run via the 2 line from Atlantic Av-Barclays Ctr to 149 St-Grand Concourse.",manh 4 and 5 trains brakes activated,7:12:16,"4, 5",
49,NYC,PM,MANH,brake activation,7/26/2019,7/26/2019 8:33:56 PM,Northbound 4 and 5 trains are delayed because a passenger activated a train's emergency brakes at Grand Central-42 St.,manh 4 and 5 trains brakes activated,8:33:56,"4, 5",
31,NYC,AM,MANH,brake activation,7/25/2019,7/25/2019 8:30:06 AM,Northbound 4 and 5 trains are proceeding with delays after a train's brakes were automatically activated at 125 St.,manh 4 and 5 trains brakes activated,8:30:06,"4, 5",
11,NYC,PM,MANH,brake activation,7/24/2019,7/24/2019 6:47:15 PM,Northbound 4 and 5 trains are delayed because a train's brakes were activated at 125 St.,manh 4 and 5 trains brakes activated,6:47:15,"4, 5",
12,NYC,AM,MANH,brake activation,7/21/2019,7/21/2019 9:02:20 AM,"Northbound 4 and 5 trains are running on the local track from Brooklyn Bridge-City Hall to 14 St-Union Sq while we investigate what activated a train's brakes at 14 St-Union Sq.

Expect delays.",manh 4 and 5 trains brakes activated,9:02:20,"4, 5",
24,NYC,PM,MANH,brake activation,7/13/2019,7/13/2019 6:29:20 PM,Northbound 4 and 5 trains are running on the local track from Brooklyn Bridge-City Hall to Grand Central-42 St because a train's brakes were activated at 14 St-Union Sq.,manh 4 and 5 trains brakes activated,6:29:20,"4, 5",
21,NYC,PM,MANH,brake activation,7/10/2019,7/10/2019 8:25:17 PM,Southbound 4 and 5 trains are delayed because a train's brakes were activated at Fulton St.,manh 4 and 5 trains brakes activated,8:25:17,"4, 5",
41,NYC,PM,MANH,brake activation,7/9/2019,7/9/2019 4:41:02 PM,"Southbound 4 and 5 trains are running on the local track from 125 St to Grand Central-42 St because a train's brakes were activated at 86 St.

Expect delays in 4 and 5 train service.",manh 4 and 5 trains brakes activated,4:41:02,"4, 5",
10,NYC,PM,MANH,brake activation,7/5/2019,7/5/2019 2:23:33 PM,Northbound 4 and 5 trains are running local from Brooklyn Bridge-City Hall to Grand Central-42 St because a train's brakes were activated at 14 St-Union Sq.,manh 4 and 5 trains brakes activated,2:23:33,"4, 5",
45,NYC,PM,MANH,brake activation,7/4/2019,7/4/2019 10:43:37 PM,"Downtown 4 and 5 trains are running on the local track from Grand Central-42 St to Brooklyn Bridge-City Hall because a train's brakes were activated at 14 St-Union Square.

Expect delays in 4, 5, and 6 train service in both directions.",manh 4 and 5 trains brakes activated,10:43:37,"4, 5",
15,NYC,PM,MANH,brake activation,7/3/2019,7/3/2019 4:25:31 PM,"There are service changes and delays for 4 and 5 trains because a train's brakes were activated near 51 St.

Northbound 4 and 5 trains are running on the local track from Grand Central-42 St to 125 St.

Some Northbound 5 trains are running on the 2 line from Nevins St to 149 St-Grand Concourse.",manh 4 and 5 trains brakes activated,4:25:31,"4, 5",
29,NYC,AM,MANH,brake activation,7/3/2019,7/3/2019 10:41:33 AM,"Northbound 4 and 5 trains are running local from Grand Central-42 St to 125 St because a train's brakes were automatically activated at 125 St.

Expect delays on 4, 5 and 6 trains.",manh 4 and 5 trains brakes activated,10:41:33,"4, 5",
47,NYC,PM,MANH,brake activation,7/23/2019,7/23/2019 8:42:29 PM,Southbound 3 trains are delayed because a train's brakes were activated at 125 St.,manh 3 train brakes activated,8:42:29,3,
48,NYC,PM,MANH,brake activation,7/23/2019,7/23/2019 8:41:33 PM,Southbound 2 trains are running on the 5 line from 149 St-Grand Concourse to Nevins St because a train's brakes were activated at 125 St.,manh 2 trains brakes activated,8:41:33,2,
5,NYC,PM,MANH,brake activation,7/4/2019,7/4/2019 2:05:32 PM,"Northbound 2 trains are running on the express track from East 180 St to Gun Hill Road because a train's brakes were activated at Gun Hill Road.

For service to bypassed stations, take a southbound train.",manh 2 trains brake activation,2:05:32,2,
10,NYC,AM,MANH,brake activation,7/4/2019,7/4/2019 12:46:49 AM,2 and 3 trains are delayed in both directions because a train's brakes were activated near 135 St.,manh 2 and 3 trains brakes activated.,12:46:49,"2, 3",
49,NYC,PM,MANH,brake activation,7/24/2019,7/24/2019 7:05:05 PM,Northbound 2 and 3 trains are running with delays while we reroute 4 and 5 trains due to a train's brakes being activated at 125 St.,manh 2 and 3 trains brakes activated,7:05:05,"2, 3",
29,NYC,AM,MANH,brake activation,7/18/2019,7/18/2019 3:05:31 AM,Uptown 2 and 3 trains are delayed because a train's brakes were activated at Chambers St.,manh 2 and 3 trains brakes activated,3:05:31,"2, 3",
19,NYC,AM,MANH,brake activation,7/17/2019,7/17/2019 5:10:57 AM,Downtown 2 and 3 trains are delayed because a train's brakes were activated at Central Park North (110 St).,manh 2 and 3 trains brakes activated,5:10:57,"2, 3",
31,NYC,PM,MANH,brake activation,7/5/2019,7/5/2019 7:30:59 PM,"Southbound 2 and 3 trains are running on the local track from 96 St to 14 St because a train's brakes were activated at 34 St-Penn Station.

Some southbound 2 trains are running on the 5 line from 149 St-Grand Concourse to Nevins St.",manh 2 and 3 trains brakes activated,7:30:59,"2, 3",
0,NYC,AM,MANH,brake activation,7/17/2019,7/17/2019 4:30:05 AM,Downtown 1 2 and 3 trains are holding in stations because a train's brakes were activated at Central Park North (110 St).,manh 12 and 3 trains brakes activated,4:30:05,3,
1,NYC,AM,MANH,brake activation,7/10/2019,7/10/2019 7:21:09 AM,Northbound 1 trains are delayed because a train's brakes were automatically activated at 96 St.,manh 1 trains brakes activated,7:21:09,1,
44,NYC,PM,MANH,brake activation,7/23/2019,7/23/2019 4:46:49 PM,1 trains are delayed in both directions because a train's brakes were activated at South Ferry.,manh 1 train brakes activated,4:46:49,1,
30,NYC,PM,MANH,brake activation,7/10/2019,7/10/2019 12:21:51 PM,Northbound 1 trains are delayed because a train's brakes were activated at Times Sq-42 St.,manh 1 train brakes activated,12:21:51,1,
4,NYC,AM,MANH,brake activation,7/28/2019,7/28/2019 1:12:58 AM,1 and 2 trains are delayed in both directions because while we investigate a train's brakes that were activated at 96 St.,manh 1 and 2 trains brakes activated,1:12:58,"1, 2",
29,NYC,AM,MANH,brake activation,7/3/2019,7/3/2019 12:50:35 AM,Southbound 1 and 2 trains are delayed while our crews investigate a train's brakes that were activated at 96 St.,manh 1 and 2 trains brakes activated,12:50:35,"1, 2",
12,NYC,AM,MANH,brake activation,7/17/2019,7/17/2019 1:47:50 AM,Uptown 1 2 and 3 trains are delayed because a train's brakes were activated at Central Park North-(110 St).,manh 1 2 and 3 trains brakes activated,1:47:50,"1, 2, 3",
9,NYC,PM,BX,brake activation,7/2/2019,7/2/2019 4:53:59 PM,Northbound B trains are holding in stations because a train's brakes were activated at Fordham Rd.,bx b train brakes activated,4:53:59,b,
0,NYC,AM,BX,brake activation,7/12/2019,7/12/2019 9:35:52 AM,Northbound 6 trains are running express from 3 Av-138 St to Hunts Point Av because a train's brakes were activated by a basketball on the tracks at Brook Av.,bx 6 trains brakes activated,9:35:52,6,
7,NYC,AM,BX,brake activation,7/8/2019,7/8/2019 3:30:01 AM,Southbound 6 trains are delayed because a train's brakes were activated at Cypress Av.,bx 6 trains brakes activated,3:30:01,6,
37,NYC,AM,BX,brake activation,7/30/2019,7/30/2019 8:58:44 AM,Northbound 6 trains are delayed because a train's brakes were activated at Hunts Point Av.,bx 6 train brakes activated,8:58:44,6,
0,NYC,AM,BX,brake activation,7/16/2019,7/16/2019 7:24:22 AM,Southbound 6 trains are proceeding with delays after a bucket on the tracks activated a train's brakes at 3 Av-138 St.,bx 6 train brakes activated,7:24:22,6,
8,NYC,PM,BX,brake activation,7/14/2019,7/14/2019 5:57:04 PM,"Northbound 2 trains are running on the express track from 3 Av-149 St to E 180 St because a train's brakes were activated at West Farms Sq-East Tremont Av.

For service to/from bypassed stations, consider taking a southbound 2 train.

Expect delays in 2 train service.",bx 2 trains brakes activated,5:57:04,2,
15,NYC,PM,BX,brake activation,7/12/2019,7/12/2019 4:00:00 PM,Northbound 2 trains are holding in stations in the Bronx because a train's brakes were activated at Nereid Av.,bx 2 train brakes activated,4:00:00,2,
22,NYC,AM,BX,brake activation,7/28/2019,7/28/2019 6:18:40 AM,Southbound 2 and 5 trains are delayed because a train's brakes were activated at 3 Av-149 St.,bx 2 and 5 trains brakes activated,6:18:40,"2, 5",
0,NYC,AM,,brake activation,7/30/2019,7/30/2019 2:44:43 AM,L trains are delayed in both directions because a train's brakes were activated at Bedford Av.,bklynl trains brakes activated,2:44:43,,
10,NYC,AM,,brake activation,7/22/2019,7/22/2019 6:39:56 AM,"There are service changes and delays because a train's brakes were automatically activated in the tunnel between Brooklyn and Manhattan.

Some southbound 4 and 5 trains are ending at Bowling Green.

Some southbound 5 trains are stopping on the 2 line from 149 St-Grand Concourse to Nevins St.

Expect delays on 2, 3, 4 and 5 lines.",bklyn/manh 4 and 5 trains brakes activated,6:39:56,"4, 5",
41,NYC,PM,BKLYN,brake activation,7/16/2019,7/16/2019 7:52:40 PM,Southbound R trains are delayed because a train's brakes were activated at Jay St-MetroTech.,bklyn r trains brakes activated,7:52:40,r,
36,NYC,AM,BKLYN,brake activation,7/29/2019,7/29/2019 3:29:20 AM,Southbound Q trains are delayed because a train's brakes were activated at Ocean Parkway.,bklyn q trains brakes activated,3:29:20,q,
22,NYC,PM,BKLYN,brake activation,7/28/2019,7/28/2019 3:26:33 PM,Southbound Q trains are moving at slower speeds while we work to correct a signal problem at DeKalb Av.,bklyn q trains brakes activated,3:26:33,q,
21,NYC,AM,BKLYN,brake activation,7/27/2019,7/27/2019 7:49:27 AM,Soutbound Q trains are delayed because a train's brakes were activated at DeKalb Av.,bklyn q trains brakes activated,7:49:27,q,
1,NYC,AM,BKLYN,brake activation,7/16/2019,7/16/2019 2:16:49 AM,Southbound Q trains are delayed in Brooklyn while our crews investigate why a train's brakes were automatically activated at Parkside Av.,bklyn q trains brakes activated,2:16:49,q,
32,NYC,AM,BKLYN,brake activation,7/7/2019,7/7/2019 4:55:46 AM,Coney Island-bound Q trains are delayed because a train's brakes were activated at Prospect Park.,bklyn q trains brakes activated,4:55:46,q,
0,NYC,AM,BKLYN,brake activation,7/26/2019,7/26/2019 10:46:31 AM,Southbound Q trains are running with delays because a train's brakes were activated at Avenue H.,bklyn q train brakes activated,10:46:31,q,
3,NYC,AM,BKLYN,brake activation,7/31/2019,7/31/2019 12:27:48 AM,"Stillwell Av-bound N trains are running express from 59 St (BKLYN) to Coney Island-Stillwell Av while we investigate a trains brakes that were activated at Bay Parkway. 

For bypassed stations take a Manhattan-bound train.",bklyn n trains brakes activated,12:27:48,n,
21,NYC,AM,BKLYN,brake activation,7/28/2019,7/28/2019 10:19:53 AM,Southbound N trains are delayed while we investigate what activated a train's brakes near DeKalb Av.,bklyn n train brakes activated,10:19:53,n,
7,NYC,AM,BKLYN,brake activation,7/4/2019,7/4/2019 6:07:05 AM,Southbound N trains are delayed because a train's brakes activated near New Utrecht Av.,bklyn n train brakes activated,6:07:05,n,
30,NYC,AM,BKLYN,brake activation,7/2/2019,7/2/2019 11:41:54 AM,Northbound N trains are delayed because a train's brakes were activated near 59 St (Bklyn).,bklyn n train brakes activated,11:41:54,n,
